Timestamp,press_kPa,temp_C
4/23/2019 17:00,100.72,12.98
4/23/2019 17:15,100.709,12.787
4/23/2019 17:30,100.703,12.69
4/23/2019 17:45,100.698,12.594
4/23/2019 18:00,100.698,12.594
4/23/2019 18:15,100.728,12.594
4/23/2019 18:30,100.668,12.594
4/23/2019 18:45,100.683,12.594
4/23/2019 19:00,100.668,12.594
4/23/2019 19:15,100.668,12.594
4/23/2019 19:30,100.653,12.594
4/23/2019 19:45,100.638,12.594
4/23/2019 20:00,100.623,12.594
4/23/2019 20:15,100.638,12.594
4/23/2019 20:30,100.638,12.594
4/23/2019 20:45,100.623,12.594
4/23/2019 21:00,100.609,12.594
4/23/2019 21:15,100.623,12.594
4/23/2019 21:30,100.623,12.594
4/23/2019 21:45,100.609,12.594
4/23/2019 22:00,100.594,12.594
4/23/2019 22:15,100.549,12.594
4/23/2019 22:30,100.519,12.594
4/23/2019 22:45,100.504,12.594
4/23/2019 23:00,100.475,12.594
4/23/2019 23:15,100.46,12.594
4/23/2019 23:30,100.445,12.594
4/23/2019 23:45,100.415,12.594
4/24/2019 0:00,100.4,12.594
4/24/2019 0:15,100.415,12.594
4/24/2019 0:30,100.385,12.594
4/24/2019 0:45,100.385,12.594
4/24/2019 1:00,100.4,12.594
4/24/2019 1:15,100.385,12.594
4/24/2019 1:30,100.4,12.594
4/24/2019 1:45,100.385,12.594
4/24/2019 2:00,100.37,12.594
4/24/2019 2:15,100.355,12.594
4/24/2019 2:30,100.355,12.594
4/24/2019 2:45,100.355,12.594
4/24/2019 3:00,100.341,12.594
4/24/2019 3:15,100.326,12.594
4/24/2019 3:30,100.326,12.594
4/24/2019 3:45,100.341,12.594
4/24/2019 4:00,100.341,12.594
4/24/2019 4:15,100.326,12.594
4/24/2019 4:30,100.311,12.594
4/24/2019 4:45,100.311,12.594
4/24/2019 5:00,100.296,12.594
4/24/2019 5:15,100.311,12.594
4/24/2019 5:30,100.311,12.594
4/24/2019 5:45,100.296,12.594
4/24/2019 6:00,100.341,12.594
4/24/2019 6:15,100.355,12.594
4/24/2019 6:30,100.385,12.594
4/24/2019 6:45,100.415,12.594
4/24/2019 7:00,100.445,12.594
4/24/2019 7:15,100.475,12.594
4/24/2019 7:30,100.504,12.594
4/24/2019 7:45,100.519,12.594
4/24/2019 8:00,100.534,12.594
4/24/2019 8:15,100.534,12.594
4/24/2019 8:30,100.564,12.594
4/24/2019 8:45,100.564,12.594
4/24/2019 9:00,100.609,12.594
4/24/2019 9:15,100.638,12.594
4/24/2019 9:30,100.623,12.594
4/24/2019 9:45,100.623,12.594
4/24/2019 10:00,100.638,12.594
4/24/2019 10:15,100.668,12.594
4/24/2019 10:30,100.668,12.594
4/24/2019 10:45,100.668,12.594
4/24/2019 11:00,100.683,12.594
4/24/2019 11:15,100.668,12.594
4/24/2019 11:30,100.638,12.594
4/24/2019 11:45,100.668,12.594
4/24/2019 12:00,100.638,12.594
4/24/2019 12:15,100.668,12.594
4/24/2019 12:30,100.653,12.594
4/24/2019 12:45,100.653,12.594
4/24/2019 13:00,100.653,12.594
4/24/2019 13:15,100.659,12.69
4/24/2019 13:30,100.638,12.594
4/24/2019 13:45,100.644,12.69
4/24/2019 14:00,100.638,12.594
4/24/2019 14:15,100.629,12.69
4/24/2019 14:30,100.614,12.69
4/24/2019 14:45,100.614,12.69
4/24/2019 15:00,100.599,12.69
4/24/2019 15:15,100.599,12.69
4/24/2019 15:30,100.614,12.69
4/24/2019 15:45,100.569,12.69
4/24/2019 16:00,100.555,12.69
4/24/2019 16:15,100.569,12.69
4/24/2019 16:30,100.569,12.69
4/24/2019 16:45,100.584,12.69
4/24/2019 17:00,100.584,12.69
4/24/2019 17:15,100.584,12.69
4/24/2019 17:30,100.584,12.69
4/24/2019 17:45,100.599,12.69
4/24/2019 18:00,100.614,12.69
4/24/2019 18:15,100.599,12.69
4/24/2019 18:30,100.599,12.69
4/24/2019 18:45,100.599,12.69
4/24/2019 19:00,100.599,12.69
4/24/2019 19:15,100.599,12.69
4/24/2019 19:30,100.599,12.69
4/24/2019 19:45,100.599,12.69
4/24/2019 20:00,100.644,12.69
4/24/2019 20:15,100.659,12.69
4/24/2019 20:30,100.644,12.69
4/24/2019 20:45,100.674,12.69
4/24/2019 21:00,100.703,12.69
4/24/2019 21:15,100.703,12.69
4/24/2019 21:30,100.718,12.69
4/24/2019 21:45,100.733,12.69
4/24/2019 22:00,100.748,12.69
4/24/2019 22:15,100.763,12.69
4/24/2019 22:30,100.778,12.69
4/24/2019 22:45,100.763,12.69
4/24/2019 23:00,100.793,12.69
4/24/2019 23:15,100.808,12.69
4/24/2019 23:30,100.808,12.69
4/24/2019 23:45,100.823,12.69
4/25/2019 0:00,100.793,12.69
4/25/2019 0:15,100.837,12.69
4/25/2019 0:30,100.852,12.69
4/25/2019 0:45,100.823,12.69
4/25/2019 1:00,100.837,12.69
4/25/2019 1:15,100.823,12.69
4/25/2019 1:30,100.852,12.69
4/25/2019 1:45,100.823,12.69
4/25/2019 2:00,100.808,12.69
4/25/2019 2:15,100.763,12.69
4/25/2019 2:30,100.778,12.69
4/25/2019 2:45,100.748,12.69
4/25/2019 3:00,100.763,12.69
4/25/2019 3:15,100.793,12.69
4/25/2019 3:30,100.793,12.69
4/25/2019 3:45,100.793,12.69
4/25/2019 4:00,100.793,12.69
4/25/2019 4:15,100.778,12.69
4/25/2019 4:30,100.763,12.69
4/25/2019 4:45,100.733,12.69
4/25/2019 5:00,100.748,12.69
4/25/2019 5:15,100.793,12.69
4/25/2019 5:30,100.808,12.69
4/25/2019 5:45,100.823,12.69
4/25/2019 6:00,100.837,12.69
4/25/2019 6:15,100.882,12.69
4/25/2019 6:30,100.867,12.69
4/25/2019 6:45,100.912,12.69
4/25/2019 7:00,100.912,12.69
4/25/2019 7:15,100.927,12.69
4/25/2019 7:30,100.942,12.69
4/25/2019 7:45,100.947,12.787
4/25/2019 8:00,100.977,12.787
4/25/2019 8:15,100.992,12.787
4/25/2019 8:30,100.962,12.787
4/25/2019 8:45,100.947,12.787
4/25/2019 9:00,100.962,12.787
4/25/2019 9:15,100.932,12.787
4/25/2019 9:30,100.977,12.787
4/25/2019 9:45,100.947,12.787
4/25/2019 10:00,100.962,12.787
4/25/2019 10:15,100.962,12.787
4/25/2019 10:30,100.947,12.787
4/25/2019 10:45,100.977,12.787
4/25/2019 11:00,100.962,12.787
4/25/2019 11:15,100.947,12.787
4/25/2019 11:30,100.977,12.787
4/25/2019 11:45,100.977,12.787
4/25/2019 12:00,100.977,12.787
4/25/2019 12:15,100.947,12.787
